Results of 
DepthFilter: -10000.0 - 0.0 meters
	
- - - - - - - - - - - - - - - - - - - -

(58.25, -155.14), mag = -1.30, depth = -3540.00, title = 101km ESE of King Salmon, Alaska
(38.80, -122.77), mag = 0.90, depth = -1010.00, title = 3km NNW of The Geysers, CA
(35.83, -117.65), mag = 0.90, depth = -2730.00, title = 23km WNW of Searles Valley, CA
(38.81, -122.79), mag = 0.90, depth = -3180.00, title = 5km NW of The Geysers, CA
(36.11, -117.87), mag = 0.90, depth = -1750.00, title = 10km NE of Coso Junction, CA
(35.72, -117.56), mag = 0.90, depth = -8360.00, title = 15km NE of Ridgecrest, CA
(36.11, -117.88), mag = 0.90, depth = -3820.00, title = 10km NE of Coso Junction, CA
(36.11, -117.87), mag = 0.90, depth = -2750.00, title = 10km NE of Coso Junction, CA
(35.74, -117.54), mag = 0.90, depth = -7320.00, title = 12km WSW of Searles Valley, CA
(37.47, -118.85), mag = 0.90, depth = -5470.00, title = 18km SW of Toms Place, CA
(34.02, -117.14), mag = 0.90, depth = -7490.00, title = 6km S of Mentone, CA
(33.40, -116.38), mag = 0.90, depth = -5040.00, title = 16km N of Borrego Springs, CA
(35.68, -117.46), mag = 0.90, depth = -6110.00, title = 11km SSW of Searles Valley, CA
(37.67, -118.88), mag = 0.90, depth = -3120.00, title = 9km ENE of Mammoth Lakes, CA
(35.78, -117.58), mag = 0.90, depth = -7450.00, title = 16km W of Searles Valley, CA
(35.60, -117.40), mag = 0.90, depth = -7930.00, title = 19km S of Trona, CA
(33.49, -116.80), mag = 0.90, depth = -6130.00, title = 8km NE of Aguanga, CA
(35.96, -117.71), mag = 0.90, depth = -7460.00, title = 18km E of Little Lake, CA
(35.91, -117.68), mag = 0.90, depth = -4000.00, title = 21km E of Little Lake, CA
(36.20, -118.17), mag = 0.90, depth = -7060.00, title = 18km WSW of Olancha, CA
(35.79, -117.62), mag = 0.90, depth = -3570.00, title = 20km NNE of Ridgecrest, CA
(38.81, -122.79), mag = 0.90, depth = -2850.00, title = 5km NW of The Geysers, CA
(35.95, -117.66), mag = 0.90, depth = -2720.00, title = 22km E of Little Lake, CA
(35.83, -117.65), mag = 0.90, depth = -9170.00, title = 23km N of Ridgecrest, CA
(36.61, -121.22), mag = 0.90, depth = -2030.00, title = 11km NW of Pinnacles, CA
(35.81, -117.64), mag = 0.90, depth = -7400.00, title = 22km N of Ridgecrest, CA
(33.47, -116.44), mag = 0.90, depth = -4800.00, title = 24km ESE of Anza, CA
(38.83, -122.82), mag = 0.90, depth = -1790.00, title = 8km NW of The Geysers, CA
(38.77, -122.74), mag = 0.90, depth = -2070.00, title = 2km ESE of The Geysers, CA
(35.88, -117.71), mag = 0.90, depth = -7230.00, title = 19km ESE of Little Lake, CA
(35.67, -117.50), mag = 0.90, depth = -6330.00, title = 14km SW of Searles Valley, CA
(38.80, -122.78), mag = 0.90, depth = -3490.00, title = 3km NW of The Geysers, CA
(33.35, -116.28), mag = 0.90, depth = -9200.00, title = 13km NE of Borrego Springs, CA
(37.66, -118.94), mag = 0.90, depth = -1620.00, title = 4km ENE of Mammoth Lakes, CA
(38.80, -122.74), mag = 0.90, depth = -1580.00, title = 3km SSW of Cobb, CA
(33.97, -116.92), mag = 0.90, depth = -4220.00, title = 6km NW of Banning, CA
(33.97, -116.92), mag = 0.90, depth = -4670.00, title = 7km NW of Banning, CA
(36.11, -117.85), mag = 0.90, depth = -4590.00, title = 11km NE of Coso Junction, CA
(33.98, -116.93), mag = 0.90, depth = -4370.00, title = 7km NE of Beaumont, CA
(35.69, -117.52), mag = 0.90, depth = -8940.00, title = 14km SW of Searles Valley, CA
(33.97, -116.92), mag = 0.90, depth = -4250.00, title = 7km NE of Beaumont, CA
(35.80, -117.62), mag = 0.90, depth = -3740.00, title = 20km W of Searles Valley, CA
(35.79, -117.62), mag = 0.90, depth = -3980.00, title = 19km NNE of Ridgecrest, CA
(35.97, -117.70), mag = 0.90, depth = -8160.00, title = 19km E of Little Lake, CA
(33.30, -116.21), mag = 1.00, depth = -8110.00, title = 16km ENE of Borrego Springs, CA
(34.22, -116.45), mag = 1.00, depth = -2780.00, title = 12km N of Yucca Valley, CA
(37.65, -118.91), mag = 1.00, depth = -3970.00, title = 6km ENE of Mammoth Lakes, CA
(37.65, -118.91), mag = 1.00, depth = -3910.00, title = 6km ENE of Mammoth Lakes, CA
(35.82, -117.63), mag = 1.00, depth = -9970.00, title = 21km WNW of Searles Valley, CA
(32.86, -115.99), mag = 1.00, depth = -7450.00, title = 14km N of Ocotillo, CA
(33.95, -117.94), mag = 1.00, depth = -3690.00, title = 2km SE of La Habra Heights, CA
(38.80, -122.75), mag = 1.00, depth = -1690.00, title = 2km NNE of The Geysers, CA
(35.62, -117.47), mag = 1.00, depth = -5100.00, title = 17km SSW of Searles Valley, CA
(35.86, -117.68), mag = 1.00, depth = -7130.00, title = 22km ESE of Little Lake, CA
(36.20, -117.87), mag = 1.00, depth = -1720.00, title = 15km SE of Olancha, CA
(35.64, -117.47), mag = 1.00, depth = -5950.00, title = 15km SSW of Searles Valley, CA
(38.80, -122.78), mag = 1.00, depth = -2530.00, title = 3km NW of The Geysers, CA
(36.05, -117.85), mag = 1.00, depth = -2610.00, title = 8km E of Coso Junction, CA
(35.92, -117.70), mag = 1.00, depth = -1160.00, title = 19km E of Little Lake, CA
(33.98, -116.93), mag = 1.00, depth = -5690.00, title = 7km NE of Beaumont, CA
(38.79, -122.77), mag = 1.00, depth = -1250.00, title = 2km NW of The Geysers, CA
(38.82, -122.76), mag = 1.00, depth = -1890.00, title = 4km W of Cobb, CA
(35.89, -117.70), mag = 1.00, depth = -6260.00, title = 19km ESE of Little Lake, CA
(38.81, -122.74), mag = 1.00, depth = -1820.00, title = 2km SSW of Cobb, CA
(36.02, -117.78), mag = 1.00, depth = -1760.00, title = 15km NE of Little Lake, CA
(34.50, -118.59), mag = 1.00, depth = -9930.00, title = 3km ENE of Castaic, CA
(35.96, -120.52), mag = 1.00, depth = -9900.00, title = 10km NW of Parkfield, CA
(35.93, -117.69), mag = 1.00, depth = -2060.00, title = 20km E of Little Lake, CA
(36.11, -117.87), mag = 1.00, depth = -1950.00, title = 10km NE of Coso Junction, CA
(36.10, -117.86), mag = 1.00, depth = -1860.00, title = 10km NE of Coso Junction, CA
(36.21, -117.90), mag = 1.00, depth = -3350.00, title = 12km SE of Olancha, CA
(38.80, -122.74), mag = 1.00, depth = -2080.00, title = 3km NE of The Geysers, CA
(38.82, -122.78), mag = 1.00, depth = -1760.00, title = 5km W of Cobb, CA
(35.80, -117.60), mag = 1.00, depth = -4350.00, title = 18km W of Searles Valley, CA
(38.78, -122.71), mag = 1.00, depth = -1890.00, title = 2km W of Anderson Springs, CA
(37.38, -121.73), mag = 1.00, depth = -7010.00, title = 8km E of Alum Rock, CA
(37.66, -118.85), mag = 1.00, depth = -1820.00, title = 12km ENE of Mammoth Lakes, CA
(37.60, -122.47), mag = 1.00, depth = -7440.00, title = 2km ESE of Pacifica, CA
(33.47, -116.44), mag = 1.00, depth = -9480.00, title = 24km ESE of Anza, CA
(38.18, -122.18), mag = 1.00, depth = -8480.00, title = 7km E of American Canyon, CA
(33.78, -116.16), mag = 1.00, depth = -5440.00, title = 8km NE of Indio, CA
(35.94, -120.95), mag = 1.00, depth = -8600.00, title = 10km SSW of San Ardo, CA
(36.02, -117.48), mag = 1.00, depth = -2010.00, title = 29km NNW of Searles Valley, CA
(35.62, -117.48), mag = 1.00, depth = -6310.00, title = 18km SSW of Searles Valley, CA
(38.81, -122.82), mag = 1.00, depth = -3010.00, title = 7km WNW of The Geysers, CA
(35.67, -117.54), mag = 1.00, depth = -8240.00, title = 14km ENE of Ridgecrest, CA
(37.42, -121.76), mag = 1.00, depth = -4260.00, title = 8km NE of Alum Rock, CA
(36.70, -121.39), mag = 1.00, depth = -7870.00, title = 11km SSW of Tres Pinos, CA
(37.62, -118.83), mag = 1.00, depth = -3100.00, title = 13km E of Mammoth Lakes, CA
(35.60, -117.41), mag = 1.00, depth = -4280.00, title = 18km S of Trona, CA
(36.11, -117.88), mag = 1.00, depth = -5330.00, title = 9km NE of Coso Junction, CA
(35.81, -117.62), mag = 1.00, depth = -3890.00, title = 20km WNW of Searles Valley, CA
(33.57, -115.92), mag = 1.00, depth = -7230.00, title = 6km NNE of North Shore, CA
(35.64, -117.47), mag = 1.00, depth = -6900.00, title = 16km SSW of Searles Valley, CA
(35.89, -117.74), mag = 1.00, depth = -8400.00, title = 16km ESE of Little Lake, CA
(39.26, -123.22), mag = 1.00, depth = -7090.00, title = 1km WSW of Redwood Valley, CA
(36.19, -118.17), mag = 1.00, depth = -2760.00, title = 18km SW of Olancha, CA
(34.26, -116.45), mag = 1.00, depth = -8820.00, title = 17km N of Yucca Valley, CA
(33.38, -116.36), mag = 1.00, depth = -1860.00, title = 14km N of Borrego Springs, CA
(38.81, -122.80), mag = 1.00, depth = -3060.00, title = 5km NW of The Geysers, CA
(36.19, -118.17), mag = 1.00, depth = -5070.00, title = 18km SW of Olancha, CA
(36.19, -118.17), mag = 1.00, depth = -2570.00, title = 18km SW of Olancha, CA
(35.87, -117.65), mag = 1.00, depth = -8550.00, title = 24km ESE of Little Lake, CA
(33.97, -116.92), mag = 1.00, depth = -3150.00, title = 7km NW of Banning, CA
(35.81, -117.63), mag = 1.00, depth = -4200.00, title = 20km WNW of Searles Valley, CA
(36.06, -117.86), mag = 1.00, depth = -1700.00, title = 8km E of Coso Junction, CA
(33.97, -116.93), mag = 1.00, depth = -3840.00, title = 7km NE of Beaumont, CA
(33.97, -116.92), mag = 1.00, depth = -4000.00, title = 6km NW of Banning, CA
(35.90, -117.74), mag = 1.00, depth = -8470.00, title = 15km ESE of Little Lake, CA
(35.17, -118.25), mag = 1.00, depth = -1260.00, title = 15km NNW of Mojave, CA
(35.92, -117.71), mag = 1.00, depth = -6550.00, title = 18km E of Little Lake, CA
(33.22, -116.74), mag = 1.00, depth = -9870.00, title = 3km SE of Lake Henshaw, CA
(34.58, -117.33), mag = 1.00, depth = -810.00, title = 6km NW of Victorville, CA
(38.81, -122.82), mag = 1.10, depth = -2660.00, title = 6km WNW of The Geysers, CA
(38.83, -122.82), mag = 1.10, depth = -1560.00, title = 8km NW of The Geysers, CA
(35.82, -117.66), mag = 1.10, depth = -4560.00, title = 23km N of Ridgecrest, CA
(34.04, -117.24), mag = 1.10, depth = -6790.00, title = 2km ESE of Loma Linda, CA
(38.81, -122.83), mag = 1.10, depth = -1770.00, title = 8km WNW of The Geysers, CA
(35.91, -117.68), mag = 1.10, depth = -3810.00, title = 20km E of Little Lake, CA
(34.32, -116.47), mag = 1.10, depth = -8060.00, title = 24km N of Yucca Valley, CA
(35.68, -117.50), mag = 1.10, depth = -1410.00, title = 13km SW of Searles Valley, CA
(35.66, -117.44), mag = 1.10, depth = -6900.00, title = 12km SSW of Searles Valley, CA
(33.97, -116.92), mag = 1.10, depth = -3750.00, title = 7km NW of Banning, CA
(37.66, -118.85), mag = 1.10, depth = -2970.00, title = 11km ENE of Mammoth Lakes, CA
(33.59, -116.81), mag = 1.10, depth = -4040.00, title = 13km WNW of Anza, CA
(38.83, -122.81), mag = 1.10, depth = -2100.00, title = 8km NW of The Geysers, CA
(36.62, -121.23), mag = 1.10, depth = -4990.00, title = 13km NW of Pinnacles, CA
(39.26, -123.21), mag = 1.10, depth = -6670.00, title = 1km SSW of Redwood Valley, CA
(35.91, -117.68), mag = 1.10, depth = -2030.00, title = 20km E of Little Lake, CA
(35.51, -118.33), mag = 1.10, depth = -3980.00, title = 17km ESE of Bodfish, CA
(38.79, -122.81), mag = 1.10, depth = -3130.00, title = 5km WNW of The Geysers, CA
(36.19, -118.17), mag = 1.10, depth = -3030.00, title = 18km WSW of Olancha, CA
(35.92, -117.69), mag = 1.10, depth = -4740.00, title = 20km E of Little Lake, CA
(36.11, -117.86), mag = 1.10, depth = -2620.00, title = 11km NE of Coso Junction, CA
(38.84, -122.76), mag = 1.10, depth = -400.00, title = 4km WNW of Cobb, CA
(38.82, -122.82), mag = 1.10, depth = -750.00, title = 7km NW of The Geysers, CA
(37.47, -118.84), mag = 1.10, depth = -7540.00, title = 18km SW of Toms Place, CA
(38.80, -122.76), mag = 1.10, depth = -3590.00, title = 2km N of The Geysers, CA
(35.67, -117.50), mag = 1.10, depth = -1680.00, title = 14km SW of Searles Valley, CA
(35.84, -117.66), mag = 1.10, depth = -4730.00, title = 24km WNW of Searles Valley, CA
(35.58, -117.41), mag = 1.10, depth = -3500.00, title = 21km S of Trona, CA
(36.16, -118.09), mag = 1.10, depth = -780.00, title = 15km SSW of Olancha, CA
(35.96, -117.52), mag = 1.10, depth = -2500.00, title = 24km NNW of Searles Valley, CA
(36.19, -118.17), mag = 1.10, depth = -5430.00, title = 18km SW of Olancha, CA
(36.19, -118.17), mag = 1.10, depth = -3030.00, title = 18km SW of Olancha, CA
(36.19, -118.17), mag = 1.10, depth = -4980.00, title = 18km WSW of Olancha, CA
(33.97, -116.92), mag = 1.10, depth = -2520.00, title = 6km NE of Beaumont, CA
(35.90, -117.69), mag = 1.10, depth = -1960.00, title = 20km ESE of Little Lake, CA
(33.97, -116.92), mag = 1.10, depth = -2970.00, title = 7km NE of Beaumont, CA
(39.27, -123.22), mag = 1.10, depth = -6390.00, title = 1km W of Redwood Valley, CA
(37.44, -118.90), mag = 1.10, depth = -2750.00, title = 23km SSE of Mammoth Lakes, CA
(38.79, -122.76), mag = 1.10, depth = -1670.00, title = 1km NNW of The Geysers, CA
(34.32, -116.84), mag = 1.10, depth = -4210.00, title = 7km N of Big Bear City, CA
(35.62, -117.47), mag = 1.10, depth = -8470.00, title = 17km SSW of Searles Valley, CA
(38.82, -122.80), mag = 1.10, depth = -3210.00, title = 6km NW of The Geysers, CA
(35.61, -117.59), mag = 1.20, depth = -9620.00, title = 8km ESE of Ridgecrest, CA
(35.86, -117.66), mag = 1.20, depth = -8730.00, title = 24km ESE of Little Lake, CA
(39.30, -123.35), mag = 1.20, depth = -2950.00, title = 13km S of Willits, CA
(35.83, -117.65), mag = 1.20, depth = -3850.00, title = 23km N of Ridgecrest, CA
(35.61, -117.47), mag = 1.20, depth = -8390.00, title = 18km SSW of Searles Valley, CA
(36.11, -117.85), mag = 1.20, depth = -2570.00, title = 11km NE of Coso Junction, CA
(34.04, -117.24), mag = 1.20, depth = -2860.00, title = 2km ESE of Loma Linda, CA
(36.56, -121.14), mag = 1.20, depth = -2930.00, title = 3km N of Pinnacles, CA
(33.98, -116.92), mag = 1.20, depth = -4140.00, title = 7km NW of Banning, CA
(34.60, -116.29), mag = 1.20, depth = -4820.00, title = 18km SW of Ludlow, CA
(34.05, -117.43), mag = 1.20, depth = -5420.00, title = 4km WSW of Bloomington, CA
(35.86, -117.69), mag = 1.20, depth = -1890.00, title = 21km ESE of Little Lake, CA
(35.70, -117.55), mag = 1.20, depth = -8610.00, title = 15km WSW of Searles Valley, CA
(37.57, -118.48), mag = 1.20, depth = -9070.00, title = 18km E of Toms Place, CA
(38.79, -122.81), mag = 1.20, depth = -3160.00, title = 5km WNW of The Geysers, CA
(36.10, -117.86), mag = 1.20, depth = -1970.00, title = 10km NE of Coso Junction, CA
(35.86, -117.69), mag = 1.20, depth = -7080.00, title = 21km ESE of Little Lake, CA
(36.11, -117.87), mag = 1.20, depth = -1930.00, title = 10km NE of Coso Junction, CA
(38.80, -122.77), mag = 1.20, depth = -270.00, title = 3km NNW of The Geysers, CA
(36.11, -117.87), mag = 1.20, depth = -2110.00, title = 10km NE of Coso Junction, CA
(33.78, -116.16), mag = 1.20, depth = -5330.00, title = 9km NE of Indio, CA
(37.14, -121.53), mag = 1.20, depth = -6940.00, title = 10km NE of San Martin, CA
(35.90, -117.68), mag = 1.20, depth = -3170.00, title = 21km E of Little Lake, CA
(36.10, -117.83), mag = 1.20, depth = -830.00, title = 12km ENE of Coso Junction, CA
(35.36, -117.83), mag = 1.20, depth = -8420.00, title = 18km W of Johannesburg, CA
(36.03, -117.78), mag = 1.20, depth = -830.00, title = 16km E of Coso Junction, CA
(35.91, -117.70), mag = 1.20, depth = -8460.00, title = 19km E of Little Lake, CA
(34.16, -118.17), mag = 1.20, depth = -4860.00, title = 4km W of Pasadena, CA
(33.71, -117.44), mag = 1.20, depth = -8380.00, title = 11km WNW of Lake Elsinore, CA
(38.80, -122.82), mag = 1.20, depth = -2060.00, title = 6km WNW of The Geysers, CA
(38.79, -122.81), mag = 1.20, depth = -3140.00, title = 5km WNW of The Geysers, CA
(38.79, -122.74), mag = 1.20, depth = -200.00, title = 2km NE of The Geysers, CA
(38.80, -122.74), mag = 1.20, depth = -1020.00, title = 3km NE of The Geysers, CA
(35.68, -117.47), mag = 1.20, depth = -1710.00, title = 11km SSW of Searles Valley, CA
(34.03, -117.54), mag = 1.20, depth = -3390.00, title = 5km NNW of Mira Loma, CA
(39.25, -123.22), mag = 1.20, depth = -6750.00, title = 2km SW of Redwood Valley, CA
(37.40, -118.64), mag = 1.20, depth = -2740.00, title = 4km WSW of Round Valley, CA
(35.64, -117.48), mag = 1.20, depth = -520.00, title = 16km SSW of Searles Valley, CA
(36.20, -118.17), mag = 1.20, depth = -5760.00, title = 17km WSW of Olancha, CA
(36.19, -118.17), mag = 1.20, depth = -5190.00, title = 18km WSW of Olancha, CA
(36.19, -118.17), mag = 1.20, depth = -2430.00, title = 18km WSW of Olancha, CA
(36.19, -118.17), mag = 1.20, depth = -2890.00, title = 18km SW of Olancha, CA
(36.19, -118.17), mag = 1.20, depth = -3030.00, title = 18km SW of Olancha, CA
(37.65, -118.94), mag = 1.20, depth = -1550.00, title = 4km ENE of Mammoth Lakes, CA
(38.67, -122.73), mag = 1.20, depth = -6470.00, title = 12km SSW of Anderson Springs, CA
(33.97, -116.93), mag = 1.20, depth = -3830.00, title = 7km NE of Beaumont, CA
(33.97, -116.92), mag = 1.20, depth = -3820.00, title = 7km NE of Beaumont, CA
(35.83, -117.67), mag = 1.20, depth = -3580.00, title = 23km N of Ridgecrest, CA
(35.62, -117.48), mag = 1.20, depth = -5620.00, title = 18km E of Ridgecrest, CA
(36.09, -117.86), mag = 1.20, depth = -2340.00, title = 10km ENE of Coso Junction, CA
(36.18, -117.87), mag = 1.20, depth = -640.00, title = 16km NNE of Coso Junction, CA
(35.65, -117.45), mag = 1.20, depth = -4810.00, title = 14km SSW of Searles Valley, CA
(35.86, -117.67), mag = 1.30, depth = -5580.00, title = 23km ESE of Little Lake, CA
(33.49, -116.79), mag = 1.30, depth = -4460.00, title = 8km NE of Aguanga, CA
(32.80, -116.09), mag = 1.30, depth = -9530.00, title = 12km NW of Ocotillo, CA
(35.72, -117.50), mag = 1.30, depth = -2410.00, title = 10km WSW of Searles Valley, CA
(35.84, -117.66), mag = 1.30, depth = -4470.00, title = 24km N of Ridgecrest, CA
(35.05, -118.32), mag = 1.30, depth = -260.00, title = Quarry Blast - 13km W of Mojave, CA
(38.83, -122.82), mag = 1.30, depth = -1840.00, title = 8km NW of The Geysers, CA
(34.04, -117.24), mag = 1.30, depth = -3470.00, title = 2km ESE of Loma Linda, CA
(40.36, -121.36), mag = 1.30, depth = -4680.00, title = 12km WNW of Chester, CA
(36.09, -117.86), mag = 1.30, depth = -4280.00, title = 9km NE of Coso Junction, CA
(33.49, -116.80), mag = 1.30, depth = -4480.00, title = 8km NE of Aguanga, CA
(35.87, -117.70), mag = 1.30, depth = -5780.00, title = 20km ESE of Little Lake, CA
(38.81, -122.83), mag = 1.30, depth = -1910.00, title = 7km WNW of The Geysers, CA
(33.97, -116.93), mag = 1.30, depth = -4270.00, title = 7km NE of Beaumont, CA
(32.76, -116.90), mag = 1.30, depth = -5040.00, title = Quarry Blast - 3km ENE of Rancho San Diego, CA
(38.82, -122.80), mag = 1.30, depth = -2470.00, title = 7km NW of The Geysers, CA
(33.82, -117.49), mag = 1.30, depth = -2040.00, title = Quarry Blast - 8km SSE of Home Gardens, CA
(35.72, -117.49), mag = 1.30, depth = -2420.00, title = 10km SW of Searles Valley, CA
(38.82, -122.78), mag = 1.30, depth = -1570.00, title = 5km W of Cobb, CA
(35.83, -117.65), mag = 1.30, depth = -6330.00, title = 23km N of Ridgecrest, CA
(36.03, -117.47), mag = 1.30, depth = -2120.00, title = 30km NNW of Searles Valley, CA
(33.43, -116.42), mag = 1.30, depth = -9850.00, title = 20km NNW of Borrego Springs, CA
(35.77, -117.58), mag = 1.30, depth = -8440.00, title = 16km W of Searles Valley, CA
(36.11, -117.86), mag = 1.30, depth = -2360.00, title = 11km NE of Coso Junction, CA
(36.10, -117.85), mag = 1.30, depth = -1470.00, title = 11km NE of Coso Junction, CA
(38.83, -122.82), mag = 1.30, depth = -1790.00, title = 8km NW of The Geysers, CA
(36.11, -117.86), mag = 1.30, depth = -2370.00, title = 11km NE of Coso Junction, CA
(36.19, -118.17), mag = 1.30, depth = -4440.00, title = 18km SW of Olancha, CA
(36.47, -121.04), mag = 1.30, depth = -8070.00, title = 12km SE of Pinnacles, CA
(35.77, -117.57), mag = 1.30, depth = -6490.00, title = 15km W of Searles Valley, CA
(35.66, -117.53), mag = 1.30, depth = -9570.00, title = 14km ENE of Ridgecrest, CA
(35.69, -117.50), mag = 1.30, depth = -2350.00, title = 12km SW of Searles Valley, CA
(36.08, -117.85), mag = 1.30, depth = -1740.00, title = 10km ENE of Coso Junction, CA
(39.27, -123.22), mag = 1.30, depth = -6380.00, title = 2km WNW of Redwood Valley, CA
(35.70, -117.49), mag = 1.30, depth = -2470.00, title = 11km SW of Searles Valley, CA
(38.75, -122.30), mag = 1.30, depth = -1100.00, title = 24km ESE of Hidden Valley Lake, CA
(36.19, -118.17), mag = 1.30, depth = -4110.00, title = 18km SW of Olancha, CA
(36.36, -120.93), mag = 1.30, depth = -7830.00, title = 24km NE of King City, CA
(36.19, -118.17), mag = 1.30, depth = -3520.00, title = 18km SW of Olancha, CA
(36.19, -118.17), mag = 1.30, depth = -2220.00, title = 18km WSW of Olancha, CA
(36.11, -117.88), mag = 1.30, depth = -5740.00, title = 10km NE of Coso Junction, CA
(32.96, -115.54), mag = 1.30, depth = -3810.00, title = 3km SSW of Brawley, CA
(35.61, -117.42), mag = 1.30, depth = -9460.00, title = 18km SSW of Trona, CA
(38.84, -122.82), mag = 1.30, depth = -1800.00, title = 9km WNW of Cobb, CA
(34.38, -116.86), mag = 1.40, depth = -620.00, title = 12km SE of Lucerne Valley, CA
(32.70, -115.79), mag = 1.40, depth = -9970.00, title = 20km ESE of Ocotillo, CA
(34.62, -116.28), mag = 1.40, depth = -2110.00, title = 16km SW of Ludlow, CA
(37.66, -118.85), mag = 1.40, depth = -2580.00, title = 11km ENE of Mammoth Lakes, CA
(37.40, -118.62), mag = 1.40, depth = -6610.00, title = 3km SW of Round Valley, CA
(33.48, -116.80), mag = 1.40, depth = -6070.00, title = 7km NE of Aguanga, CA
(34.30, -118.47), mag = 1.40, depth = -2360.00, title = 4km WNW of Pacoima, CA
(38.80, -122.82), mag = 1.40, depth = -2950.00, title = 6km WNW of The Geysers, CA
(37.49, -121.43), mag = 1.40, depth = -6550.00, title = 21km WSW of Westley, CA
(35.96, -117.52), mag = 1.40, depth = -2580.00, title = 24km NNW of Searles Valley, CA
(35.95, -117.37), mag = 1.40, depth = -2570.00, title = 20km N of Searles Valley, CA
(36.11, -117.86), mag = 1.40, depth = -1980.00, title = 11km NE of Coso Junction, CA
(37.66, -118.85), mag = 1.40, depth = -2290.00, title = 11km ENE of Mammoth Lakes, CA
(36.11, -117.86), mag = 1.40, depth = -2190.00, title = 11km NE of Coso Junction, CA
(38.79, -122.76), mag = 1.40, depth = -750.00, title = 2km NNW of The Geysers, CA
(33.78, -116.16), mag = 1.40, depth = -3600.00, title = 8km NE of Indio, CA
(33.52, -116.72), mag = 1.40, depth = -2640.00, title = 6km SW of Anza, CA
(35.64, -117.46), mag = 1.40, depth = -6150.00, title = 15km SSW of Searles Valley, CA
(36.66, -121.30), mag = 1.40, depth = -4520.00, title = 15km S of Tres Pinos, CA
(36.61, -121.09), mag = 1.40, depth = -380.00, title = 10km NNE of Pinnacles, CA
(32.91, -115.52), mag = 1.40, depth = -5530.00, title = 7km S of Brawley, CA
(36.19, -118.17), mag = 1.40, depth = -5070.00, title = 18km SW of Olancha, CA
(36.19, -118.17), mag = 1.40, depth = -5410.00, title = 18km WSW of Olancha, CA
(33.48, -116.80), mag = 1.40, depth = -6300.00, title = 7km NE of Aguanga, CA
(33.29, -115.77), mag = 1.40, depth = -3240.00, title = 8km SSW of Bombay Beach, CA
(33.83, -117.50), mag = 1.40, depth = -700.00, title = Quarry Blast - 6km SSE of Home Gardens, CA
(35.59, -117.60), mag = 1.50, depth = -4310.00, title = 8km ESE of Ridgecrest, CA
(36.10, -117.86), mag = 1.50, depth = -1680.00, title = 10km NE of Coso Junction, CA
(34.34, -116.85), mag = 1.50, depth = -1890.00, title = 9km N of Big Bear City, CA
(33.98, -118.34), mag = 1.50, depth = -7690.00, title = 2km SSE of View Park-Windsor Hills, CA
(35.64, -117.43), mag = 1.50, depth = -3620.00, title = 15km S of Searles Valley, CA
(35.30, -117.42), mag = 1.50, depth = -3330.00, title = 21km ESE of Johannesburg, CA
(37.68, -121.87), mag = 1.50, depth = -9750.00, title = 3km NNE of Pleasanton, CA
(34.04, -117.24), mag = 1.50, depth = -3360.00, title = 2km ESE of Loma Linda, CA
(33.58, -116.81), mag = 1.50, depth = -4360.00, title = 13km WNW of Anza, CA
(35.96, -117.46), mag = 1.50, depth = -4580.00, title = 22km NNW of Searles Valley, CA
(38.79, -122.77), mag = 1.50, depth = -1360.00, title = 2km NW of The Geysers, CA
(35.67, -117.53), mag = 1.50, depth = -9850.00, title = 15km ENE of Ridgecrest, CA
(35.62, -117.43), mag = 1.50, depth = -9670.00, title = 16km S of Searles Valley, CA
(35.69, -117.50), mag = 1.50, depth = -9200.00, title = 13km SW of Searles Valley, CA
(37.51, -119.44), mag = 1.50, depth = -5060.00, title = 28km NE of Oakhurst, CA
(35.55, -120.82), mag = 1.50, depth = -5650.00, title = 10km W of Templeton, CA
(35.67, -117.48), mag = 1.50, depth = -6710.00, title = 13km SSW of Searles Valley, CA
(36.10, -117.85), mag = 1.50, depth = -2270.00, title = 10km NE of Coso Junction, CA
(35.96, -117.52), mag = 1.50, depth = -2300.00, title = 24km NNW of Searles Valley, CA
(35.67, -117.47), mag = 1.50, depth = -1610.00, title = 12km SSW of Searles Valley, CA
(38.93, -123.20), mag = 1.50, depth = -5230.00, title = 17km ESE of Boonville, CA
(35.59, -117.40), mag = 1.50, depth = -8780.00, title = 19km S of Trona, CA
(38.35, -122.38), mag = 1.50, depth = -6640.00, title = 6km SSW of Yountville, CA
(36.61, -121.21), mag = 1.50, depth = -6700.00, title = 10km NW of Pinnacles, CA
(38.93, -122.51), mag = 1.50, depth = -1860.00, title = 9km ENE of Lower Lake, CA
(35.61, -117.49), mag = 1.50, depth = -6750.00, title = 17km E of Ridgecrest, CA
(33.84, -117.49), mag = 1.50, depth = -2400.00, title = Quarry Blast - 5km SSE of Home Gardens, CA
(34.16, -116.46), mag = 1.50, depth = -370.00, title = 6km NNW of Yucca Valley, CA
(36.19, -118.17), mag = 1.50, depth = -2990.00, title = 18km WSW of Olancha, CA
(35.59, -117.39), mag = 1.50, depth = -3660.00, title = 20km S of Trona, CA
(38.82, -122.81), mag = 1.50, depth = -2920.00, title = 7km NW of The Geysers, CA
(34.23, -117.46), mag = 1.50, depth = -9240.00, title = 5km SE of Lytle Creek, CA
(38.81, -122.82), mag = 1.60, depth = -3060.00, title = 6km WNW of The Geysers, CA
(37.29, -121.67), mag = 1.60, depth = -2100.00, title = 15km E of Seven Trees, CA
